eduroam	d8:84:66:11:48:71	-42
KU	d8:84:66:11:48:70	-40
000000
KU	d8:84:66:13:6b:60	-89
KU	d8:84:66:11:48:79	-49
KU	d8:84:66:13:6b:69	-81
GUEST	d8:84:66:10:a3:08	-90
KU	d8:84:66:10:a3:09	-89
eduroam	d8:84:66:13:6f:91	-88
linksys	00:23:69:ec:ea:7a	-83
GUEST	d8:84:66:10:48:08	-81
KU	d8:84:66:10:48:09	-82
KU	d8:84:66:47:f8:89	-85
GUEST	d8:84:66:10:3e:38	-66
GUEST	d8:84:66:71:27:18	-66
